GRB,Time,Tpos,Tneg,Flux,Fluxpos,Fluxneg
090621A,10992.373,95.336,-142.859,4.925561445e-12,1.287023415e-12,-1.287023415e-12
090621A,11232.329,156.259,-144.62,3.853593075e-12,1.01065164e-12,-1.01065164e-12
090621A,11585.63,128.91,-197.042,3.616097295e-12,9.4573962e-13,-9.4573962e-13
090621A,11837.483,155.37,-122.943,5.019315735e-12,1.194861975e-12,-1.194861975e-12
090621A,12147.204,141.5,-154.351,4.13325018e-12,1.05586521e-12,-1.05586521e-12
090621A,16774.403,146.063,-142.279,4.304690655e-12,1.11857061e-12,-1.11857061e-12
090621A,17145.032,171.591,-224.566,3.180497715e-12,8.30533515e-13,-8.30533515e-13
090621A,17491.989,135.542,-175.366,4.03542213e-12,1.05170412e-12,-1.05170412e-12
090621A,17938.765,280.479,-311.235,3.84127401e-12,7.4552637e-13,-7.4552637e-13
090621A,22622.309,235.147,-208.65,2.76125898e-12,7.24149585e-13,-7.24149585e-13
090621A,23640.271,556.078,-782.816,1.615726155e-12,3.18493002e-13,-3.18493002e-13
090621A,28486.688,220.55,-293.451,2.434997175e-12,6.36803595e-13,-6.36803595e-13
090621A,29020.945,325.66,-313.707,1.963113825e-12,5.123817765e-13,-5.123817765e-13
090621A,29750.742,440.813,-404.137,1.490756925e-12,3.925844505e-13,-3.925844505e-13
090621A,34477.554,326.118,-501.298,1.44424509e-12,3.81286101e-13,-3.81286101e-13
090621A,35411.067,914.529,-607.394,1.45462629e-12,2.82361506e-13,-2.82361506e-13
090621A,40120.827,203.799,-362.856,2.127887085e-12,5.58135378e-13,-5.58135378e-13
090621A,41443.786,806.441,-1119.16,1.19973708e-12,2.28508047e-13,-2.28508047e-13
090621A,46112.226,501.639,-571.495,1.087720365e-12,2.876964465e-13,-2.876964465e-13
090621A,47418.844,611.636,-804.979,1.15203276e-12,2.57680326e-13,-2.57680326e-13
090621A,52212.194,515.972,-893.141,8.41121355e-13,2.24210427e-13,-2.24210427e-13
090621A,53207.386,601.416,-479.219,1.191508995e-12,3.032571765e-13,-3.032571765e-13
090621A,59564.883,4323.834,-2465.871,7.25787945e-13,1.334578905e-13,-1.334578905e-13
090621A,114102.709,8848.462,-4967.639,3.402678765e-13,8.64552855e-14,-8.64552855e-14
090621A,132570.116,7938.708,-6086.811,2.024761425e-13,5.336032125e-14,-5.336032125e-14
090621A,155647.725,19382.377,-11820.882,2.09284377e-13,4.498876905e-14,-4.498876905e-14
090621A,335013.442,94236.628,-120850.724,7.0928073e-14,1.83164097e-14,-1.83164097e-14
090621A,541598.408,60932.6,-90390.667,4.524240735e-14,1.328452275e-14,-1.328452275e-14
090621A,638385.802,21923.299,-13824.295,1.8799935e-13,0.0,inf
090607,80.407,5.622,-4.241,4.76569364e-10,1.055387268e-10,-8.30836368e-11
090607,90.347,3.637,-4.318,5.76980164e-10,1.300314628e-10,-1.017337548e-10
090607,98.449,4.258,-4.465,4.68250048e-10,1.098573504e-10,-8.77674104e-11
090607,106.037,3.16,-3.33,5.98820712e-10,1.420713848e-10,-1.144244068e-10
090607,112.328,3.149,-3.131,6.57610952e-10,1.521188304e-10,-1.202105628e-10
090607,117.307,1.707,-1.83,1.156748984e-09,2.484571288e-10,-2.24628508e-10
090607,121.325,3.194,-2.31,6.77642536e-10,1.383839584e-10,-1.348635636e-10
090607,127.426,2.906,-2.908,6.38575628e-10,1.406951508e-10,-1.2632446e-10
090607,133.486,3.024,-3.153,5.95574256e-10,1.253124604e-10,-1.160632872e-10
090607,139.859,2.691,-3.349,6.04672268e-10,1.256320484e-10,-1.206245012e-10
090607,146.423,3.826,-3.873,4.95532748e-10,1.074499328e-10,-9.71653468e-11
090607,153.797,3.109,-3.548,5.62124772e-10,1.173199264e-10,-1.092285948e-10
090607,160.207,2.401,-3.301,4.273660664e-10,1.01795536e-10,-9.4695712e-11
090607,166.028,2.869,-3.42,3.638452264e-10,8.4479578e-11,-8.07257052e-11
090607,173.087,3.585,-4.19,3.184613324e-10,7.63547616e-11,-7.03279336e-11
090607,201.375,14.223,-15.865,1.380643268e-10,3.025944204e-11,-3.025944204e-11
090607,230.104,18.089,-14.506,1.363434784e-10,2.914096688e-11,-2.914096688e-11
090607,277.008,16.317,-28.815,1.0246763e-10,2.150231664e-11,-2.150231664e-11
090607,336.614,41.959,-43.29,4.63421348e-11,1.045773032e-11,-1.045773032e-11
090607,578.961,1787.901,-200.388,4.7170186e-13,1.387520732e-13,-1.387520732e-13
090607,23722.618,11561.023,-12275.374,6.77762e-14,0.0,inf
090531B,6112.497,26524.998,-2309.332,3.258194003e-13,6.50770418e-14,-6.50770418e-14
090531B,76591.334,38945.742,-4042.789,1.3076803e-13,0.0,inf
090515,72.498,2.111,-2.327,1.002567885e-09,1.875675813e-10,-1.617151932e-10
090515,76.459,1.624,-1.85,1.298814e-09,2.01196017e-10,-1.973008818e-10
090515,79.511,1.803,-1.428,1.3604514e-09,2.120748366e-10,-2.127177459e-10
090515,83.42,1.745,-2.106,1.187824935e-09,1.811403759e-10,-1.822471629e-10
090515,87.265,1.717,-2.099,1.181544672e-09,1.846375905e-10,-1.852600992e-10
090515,91.344,2.156,-2.362,1.013244804e-09,1.560952998e-10,-1.543564572e-10
090515,95.097,1.783,-1.598,1.297665831e-09,2.179081014e-10,-2.081223111e-10
090515,99.335,2.352,-2.455,9.25897929e-10,1.523855124e-10,-1.457191263e-10
090515,103.81,1.702,-2.123,1.129650192e-09,1.955625837e-10,-1.85196066e-10
090515,107.894,1.744,-2.382,1.062907197e-09,1.787398569e-10,-1.705218273e-10
090515,111.963,2.325,-2.325,9.55326339e-10,1.574171643e-10,-1.504266918e-10
090515,116.319,2.202,-2.03,1.046111913e-09,1.736442444e-10,-1.650396198e-10
090515,120.695,2.092,-2.174,9.92759988e-10,1.663296492e-10,-1.633885869e-10
090515,124.47,1.704,-1.683,1.342270545e-09,2.072516556e-10,-2.046177276e-10
090515,128.465,2.235,-2.291,9.49755741e-10,1.551586146e-10,-1.550471736e-10
090515,132.607,1.615,-1.906,1.278444618e-09,1.970564739e-10,-1.971595659e-10
090515,136.143,2.587,-1.921,1.02636798e-09,1.541453727e-10,-1.549071645e-10
090515,140.504,2.78,-1.774,9.86957796e-10,1.536398226e-10,-1.544644134e-10
090515,145.868,2.839,-2.584,8.44387005e-10,1.284587667e-10,-1.293157734e-10
090515,150.673,2.525,-1.966,1.022093292e-09,1.555289835e-10,-1.56532497e-10
090515,155.57,2.085,-2.372,1.027307424e-09,1.537232037e-10,-1.545581037e-10
090515,160.204,2.336,-2.549,8.84855697e-10,1.408152504e-10,-1.410862299e-10
090515,165.261,2.856,-2.721,8.1653946e-10,1.231322136e-10,-1.231820535e-10
090515,170.935,3.904,-2.817,6.66477801e-10,1.045583748e-10,-1.044139734e-10
090515,179.093,3.001,-4.254,5.96399199e-10,9.76712484e-11,-9.71820696e-11
090515,185.593,3.022,-3.499,6.90412569e-10,1.068569634e-10,-1.06317618e-10
090515,191.628,3.265,-3.013,7.10422581e-10,1.116584007e-10,-1.098152682e-10
090515,217.474,15.923,-22.581,3.82298532e-10,6.05518485e-11,-6.00447375e-11
090515,237.756,4.229,-4.359,3.381786408e-10,6.64959372e-11,-6.60199716e-11
090515,246.119,6.426,-4.135,3.212112948e-10,5.76801192e-11,-5.7556554e-11
090515,282.879,2227.925,-28.653,2.23380036e-12,4.10882967e-13,-4.10882967e-13
090515,6206.189,47592.668,-505.348,1.0278345e-13,0.0,inf
090510,100.106,2.03,-2.333,3.819544483e-10,6.72175341e-11,-6.8857655e-11
090510,105.591,2.709,-3.456,2.327715055e-10,4.44906205e-11,-4.51608322e-11
090510,110.633,1.923,-2.333,3.086858589e-10,6.24336343e-11,-6.30238373e-11
090510,115.999,2.296,-3.444,2.455563902e-10,4.51909743e-11,-4.55404618e-11
090510,121.864,2.27,-3.569,2.283990626e-10,4.45733485e-11,-4.47927692e-11
090510,126.741,1.746,-2.607,3.134076744e-10,5.92751865e-11,-5.95408353e-11
090510,131.206,3.011,-2.718,2.337987881e-10,4.4184029e-11,-4.43486041e-11
090510,137.395,3.435,-3.178,2.057863596e-10,3.768469135e-11,-3.779227222e-11
090510,144.478,3.334,-3.649,1.895360526e-10,3.576501109e-11,-3.584993368e-11
090510,151.279,2.2,-3.467,2.390740003e-10,4.37536902e-11,-4.38559512e-11
090510,156.596,1.992,-3.117,2.652092309e-10,4.85292023e-11,-4.86365189e-11
090510,161.902,3.282,-3.313,1.960206639e-10,3.813252559e-11,-3.820712633e-11
090510,168.79,3.012,-3.607,1.952004311e-10,3.797211753e-11,-3.804573779e-11
090510,175.217,2.382,-3.415,2.339480432e-10,4.28147274e-11,-4.29141542e-11
090510,182.434,5.185,-4.835,1.322105276e-10,2.494200176e-11,-2.499648351e-11
090510,190.765,3.591,-3.146,2.010908179e-10,3.680232829e-11,-3.688836158e-11
090510,197.577,3.319,-3.221,2.078125062e-10,3.803608619e-11,-3.812800236e-11
090510,204.273,3.189,-3.376,2.068352434e-10,3.786287827e-11,-3.795910702e-11
090510,210.145,3.244,-2.684,2.288475939e-10,4.1887944e-11,-4.19905114e-11
090510,215.494,2.851,-2.105,2.738535409e-10,5.01163926e-11,-5.02316756e-11
090510,223.012,3.301,-4.666,1.666079874e-10,3.144088747e-11,-3.151752577e-11
090510,228.665,2.745,-2.352,2.667773478e-10,4.88458284e-11,-4.89783847e-11
090510,235.019,4.08,-3.609,1.727857774e-10,3.262205564e-11,-3.271477994e-11
090510,242.251,3.196,-3.152,2.043241039e-10,3.97745117e-11,-3.98747045e-11
090510,248.015,2.577,-2.568,2.525654051e-10,4.91546796e-11,-4.92691583e-11
090510,254.85,3.722,-4.258,1.591853708e-10,3.196496169e-11,-3.203571711e-11
090510,261.978,4.201,-3.406,1.78912705e-10,3.275642736e-11,-3.284406925e-11
090510,281.678,15.634,-9.439,1.203674399e-10,2.699276377e-11,-2.699276377e-11
090510,320.408,12.005,-23.097,8.58553099e-11,1.939340799e-11,-1.939340799e-11
090510,343.537,8.936,-11.123,1.611539142e-10,3.516666551e-11,-3.516666551e-11
090510,364.202,8.328,-11.73,1.501407109e-10,3.366950702e-11,-3.366950702e-11
090510,383.99,11.107,-11.459,1.494305906e-10,3.190049513e-11,-3.190049513e-11
090510,405.158,9.997,-10.061,1.594911197e-10,3.485164035e-11,-3.485164035e-11
090510,433.106,9.63,-17.951,1.213901265e-10,2.598255914e-11,-2.598255914e-11
090510,451.86,10.934,-9.124,1.518348731e-10,3.395131459e-11,-3.395131459e-11
090510,476.732,18.657,-13.938,9.64907986e-11,2.166966125e-11,-2.166966125e-11
090510,509.671,20.821,-14.282,9.30745152e-11,2.053592763e-11,-2.053592763e-11
090510,546.708,16.378,-16.217,1.048654766e-10,2.247514472e-11,-2.247514472e-11
090510,577.593,10.567,-14.506,1.193154921e-10,2.679557622e-11,-2.679557622e-11
090510,596.776,11.443,-8.616,1.524785046e-10,3.419376125e-11,-3.419376125e-11
090510,636.852,19.005,-28.634,6.34069139e-11,1.423976382e-11,-1.423976382e-11
090510,669.457,16.488,-13.599,1.002945248e-10,2.258925957e-11,-2.258925957e-11
090510,695.154,10.849,-9.209,1.62559754e-10,3.479457718e-11,-3.479457718e-11
090510,722.64,23.48,-16.637,8.08118127e-11,1.727438772e-11,-1.727438772e-11
090510,766.837,21.908,-20.717,7.4095946e-11,1.625829255e-11,-1.625829255e-11
090510,812.223,24.161,-23.478,6.8010076e-11,1.492291709e-11,-1.492291709e-11
090510,857.348,21.66,-20.964,7.60047414e-11,1.667712603e-11,-1.667712603e-11
090510,912.729,21.44,-33.721,5.82108295e-11,1.279038841e-11,-1.279038841e-11
090510,953.025,18.753,-18.856,8.57571087e-11,1.881701214e-11,-1.881701214e-11
090510,1000.136,24.296,-28.357,5.89688631e-11,1.328150931e-11,-1.328150931e-11
090510,1044.67,22.387,-20.237,7.13710159e-11,1.602832403e-11,-1.602832403e-11
090510,1098.325,41.444,-31.268,4.20536298e-11,9.45798201e-12,-9.45798201e-12
090510,1168.527,21.388,-28.758,6.34493886e-11,1.39222032e-11,-1.39222032e-11
090510,1207.685,17.333,-17.77,8.87951413e-11,1.988384715e-11,-1.988384715e-11
090510,1256.444,28.749,-31.426,5.36867186e-11,1.174764027e-11,-1.174764027e-11
090510,1306.581,28.758,-21.388,6.09681231e-11,1.379183766e-11,-1.379183766e-11
090510,1371.098,26.924,-35.759,5.17593094e-11,1.13571373e-11,-1.13571373e-11
090510,1437.231,36.011,-39.208,4.08338131e-11,9.19696368e-12,-9.19696368e-12
090510,1498.957,36.968,-25.715,4.86007467e-11,1.096221834e-11,-1.096221834e-11
090510,1569.763,31.352,-33.838,5.23671304e-11,1.120875544e-11,-1.120875544e-11
090510,1642.46,46.411,-41.345,3.718445888e-11,8.14785391e-12,-8.14785391e-12
090510,1748.798,37.859,-59.926,3.336743109e-11,7.34181126e-12,-7.34181126e-12
090510,1880.826,76.318,-94.169,2.629435178e-11,4.93668999e-12,-4.93668999e-12
090510,5320.936,127.121,-86.001,5.76492366e-12,1.2971827e-12,-1.2971827e-12
090510,5581.42,132.413,-133.363,4.62466372e-12,1.042795249e-12,-1.042795249e-12
090510,5856.436,170.811,-142.603,2.928936965e-12,7.71241738e-13,-7.71241738e-13
090510,6246.267,335.096,-219.021,1.678823816e-12,4.45005019e-13,-4.45005019e-13
090510,6792.376,192.665,-211.013,2.253599193e-12,5.93974018e-13,-5.93974018e-13
090510,7317.382,414.824,-332.341,1.973251619e-12,4.17363909e-13,-4.17363909e-13
090510,11627.455,858.467,-605.804,5.16886842e-13,1.376987261e-13,-1.376987261e-13
090510,12978.871,547.572,-492.949,7.74491876e-13,1.986768072e-13,-1.986768072e-13
090510,20699.324,10171.425,-3900.402,2.049746677e-13,5.37635867e-14,-5.37635867e-14
090510,62346.842,116697.96,-28304.288,1.116521217e-14,5.15779589e-15,-4.21175908e-15
090426,126.41,18.61,-29.029,3.202651816e-11,7.0083251e-12,-7.0083251e-12
090426,164.19,15.933,-19.17,4.15288804e-11,9.29522713e-12,-9.29522713e-12
090426,200.232,32.545,-20.109,2.944252584e-11,6.58998844e-12,-6.58998844e-12
090426,255.138,22.77,-22.361,3.33995207e-11,7.4756696e-12,-7.4756696e-12
090426,296.201,21.824,-18.293,3.99148064e-11,8.92522057e-12,-8.92522057e-12
090426,346.026,29.668,-28.001,2.802423316e-11,6.13823854e-12,-6.13823854e-12
090426,417.241,48.717,-41.547,1.706349946e-11,3.83048778e-12,-3.83048778e-12
090426,505.334,48.381,-39.376,1.756319453e-11,3.96209436e-12,-3.96209436e-12
090426,599.586,39.377,-45.872,1.860665751e-11,4.17690175e-12,-4.17690175e-12
090426,709.364,37.414,-70.401,1.483614972e-11,3.25264863e-12,-3.25264863e-12
090426,795.913,28.592,-49.135,1.963256176e-11,4.41586432e-12,-4.41586432e-12
090426,898.771,61.129,-74.266,1.1125793e-11,2.446112368e-12,-2.446112368e-12
090426,1020.313,42.387,-60.413,8.05279811e-12,1.804270216e-12,-1.804270216e-12
090426,1124.714,55.829,-62.015,1.011347645e-11,2.21538401e-12,-2.21538401e-12
090426,1311.667,84.506,-131.123,9.82251872e-12,2.223506691e-12,-2.223506691e-12
090426,1462.776,41.211,-66.603,9.96405781e-12,2.232393968e-12,-2.232393968e-12
090426,1608.779,75.735,-104.791,7.99017954e-12,1.799005558e-12,-1.799005558e-12
090426,1800.483,87.123,-115.97,4.07201984e-12,9.14189339e-13,-9.14189339e-13
090426,2011.459,101.805,-123.853,2.924489554e-12,7.38509261e-13,-7.38509261e-13
090426,2176.142,100.094,-62.878,5.29443908e-12,1.160870907e-12,-1.160870907e-12
090426,5595.068,214.679,-131.331,2.010768711e-12,5.2454115e-13,-5.2454115e-13
090426,6016.726,144.047,-206.978,1.974634641e-12,5.12995224e-13,-5.12995224e-13
090426,6474.14,178.066,-313.368,1.503289172e-12,3.78178591e-13,-3.78178591e-13
090426,6914.301,274.471,-262.094,1.289101289e-12,3.35416487e-13,-3.35416487e-13
090426,7523.341,535.453,-334.569,1.272294982e-12,2.627279179e-13,-2.627279179e-13
090426,17951.901,7452.98,-4833.238,4.66371976e-13,1.018242827e-13,-1.018242827e-13
090426,489137.194,327890.232,-423326.218,1.336487159e-14,5.05553573e-15,-4.19853679e-15
090423,131.843,25.832,-51.894,5.28339988e-11,1.160753216e-11,-1.160753216e-11
090423,163.97,6.242,-6.294,5.37002088e-10,9.08749156e-11,-9.08749156e-11
090423,174.622,5.62,-4.409,5.82169944e-10,1.065764608e-10,-1.065764608e-10
090423,188.808,11.492,-8.567,2.1246104e-10,4.6722572e-11,-4.6722572e-11
090423,217.568,17.835,-17.267,1.149787172e-10,2.584060988e-11,-2.584060988e-11
090423,284.776,118.617,-49.374,2.407020468e-11,5.41509872e-12,-5.41509872e-12
090423,456.201,62.529,-52.808,8.42988588e-12,1.897240848e-12,-1.897240848e-12
090423,635.948,80.857,-117.219,6.88359724e-12,1.309033624e-12,-1.309033624e-12
090423,3953.14,46.085,-41.671,1.061073688e-11,2.372633192e-12,-2.372633192e-12
090423,4057.001,52.547,-57.775,8.41533976e-12,1.895303952e-12,-1.895303952e-12
090423,4174.605,70.337,-65.058,1.096213296e-11,2.465750088e-12,-2.465750088e-12
090423,4302.494,50.263,-57.552,1.033128376e-11,2.318394284e-12,-2.318394284e-12
090423,4417.043,58.572,-64.286,7.56884792e-12,1.704657436e-12,-1.704657436e-12
090423,4529.643,66.324,-54.028,7.75706672e-12,1.742856424e-12,-1.742856424e-12
090423,4654.416,56.887,-58.449,8.0590704e-12,1.81288538e-12,-1.81288538e-12
090423,4803.459,68.313,-92.155,5.75657752e-12,1.294939912e-12,-1.294939912e-12
090423,4945.837,91.418,-74.065,1.181470088e-11,2.662991828e-12,-2.662991828e-12
090423,5128.418,59.276,-91.163,1.12856008e-11,2.540982124e-12,-2.540982124e-12
090423,5279.245,38.829,-91.551,7.08150828e-12,1.5910716e-12,-1.5910716e-12
090423,5377.532,53.372,-59.457,8.2443986e-12,1.859039532e-12,-1.859039532e-12
090423,5504.165,49.598,-73.261,7.92469436e-12,1.735229508e-12,-1.735229508e-12
090423,5619.998,81.696,-66.236,6.25307396e-12,1.406627264e-12,-1.406627264e-12
090423,5796.075,58.566,-94.381,6.09358268e-12,1.36910456e-12,-1.36910456e-12
090423,5942.117,67.977,-87.477,5.97226284e-12,1.34507378e-12,-1.34507378e-12
090423,6081.348,56.619,-71.254,7.2468118e-12,1.630167256e-12,-1.630167256e-12
090423,6237.712,73.26,-99.745,5.32661532e-12,1.20691668e-12,-1.20691668e-12
090423,6393.216,105.795,-82.244,6.89013892e-12,1.309933784e-12,-1.309933784e-12
090423,9842.422,76.202,-146.949,3.212526316e-12,8.39052716e-13,-8.39052716e-13
090423,9986.932,109.711,-68.309,5.3835e-12,1.209438292e-12,-1.209438292e-12
090423,10219.18,148.253,-122.537,2.636034752e-12,6.88483884e-13,-6.88483884e-13
090423,10478.226,124.895,-110.793,3.821498912e-12,8.89839588e-13,-8.89839588e-13
090423,10763.281,85.558,-160.16,2.898382116e-12,7.59396316e-13,-7.59396316e-13
090423,10955.871,101.075,-107.033,3.436526088e-12,8.95676272e-13,-8.95676272e-13
090423,11177.73,114.904,-120.784,3.035419448e-12,7.91134328e-13,-7.91134328e-13
090423,11440.833,117.577,-148.199,2.688138884e-12,7.01355784e-13,-7.01355784e-13
090423,11780.161,161.868,-221.751,1.861456772e-12,4.85668136e-13,-4.85668136e-13
090423,12108.57,174.436,-166.541,2.366201316e-12,5.818836e-13,-5.818836e-13
090423,15662.305,275.442,-155.817,1.7212747e-12,4.4869872e-13,-4.4869872e-13
090423,16176.598,139.753,-238.852,1.957336616e-12,5.09012932e-13,-5.09012932e-13
090423,16565.946,297.001,-249.595,1.347962828e-12,3.53292624e-13,-3.53292624e-13
090423,17043.238,258.49,-180.291,1.686302708e-12,4.39055368e-13,-4.39055368e-13
090423,17834.625,3477.724,-532.897,1.614770252e-12,3.198636304e-13,-3.198636304e-13
090423,38499.608,2573.35,-4457.812,5.91606492e-13,1.367056696e-13,-1.367056696e-13
090423,52288.561,12053.088,-6333.838,4.1231402e-13,9.97335376e-14,-9.97335376e-14
090423,111480.577,78694.169,-38140.502,8.47925888e-14,2.102409428e-14,-2.102409428e-14
090423,303686.205,99788.714,-72241.24,2.642941928e-14,7.96610172e-15,-7.96610172e-15
090423,537160.394,139374.051,-110910.276,2.4043972e-14,0.0,inf
081226A,178.838,80.41,-72.536,5.41063437e-12,1.219325e-12,-1.219325e-12
081226A,652.188,1613.418,-392.94,4.27915568e-13,9.73185757e-14,-9.73185757e-14
081226A,10262.21,37927.72,-4627.492,2.053832968e-14,1.143076328e-14,-8.676749e-15
081211B,81949.493,439.631,-297.846,1.856619063e-12,3.5412039e-13,-3.5412039e-13
081211B,85878.692,218.953,-189.74,1.677732615e-12,4.39558002e-13,-4.39558002e-13
081211B,86376.618,194.911,-278.972,1.455673869e-12,3.82678101e-13,-3.82678101e-13
081211B,86809.221,128.376,-237.692,1.912939119e-12,4.98643236e-13,-4.98643236e-13
081211B,87130.479,185.721,-192.883,1.83523509e-12,4.80008646e-13,-4.80008646e-13
081211B,87681.523,502.208,-365.323,1.360113066e-12,2.725232094e-13,-2.725232094e-13
081211B,91920.457,250.716,-448.821,1.666072044e-12,3.318050034e-13,-3.318050034e-13
081211B,126686.047,512.88,-610.394,9.57404799e-13,2.552684004e-13,-2.552684004e-13
081211B,127812.728,827.893,-613.8,1.261697931e-12,2.60332137e-13,-2.60332137e-13
081211B,132654.59,609.241,-784.818,6.8475186e-13,1.834379001e-13,-1.834379001e-13
081211B,682604.245,11651.473,-417.465,1.3336245e-13,0.0,inf
081105,60920.265,2745.057,-4144.823,4.41335566e-13,9.93139811e-14,-9.93139811e-14
081105,73931.501,12156.303,-5578.047,1.733670752e-13,4.3409728e-14,-4.3409728e-14
081105,585248.25,26577.241,-13808.666,3.28898069e-14,1.383820262e-14,-1.105745891e-14
081024A,78.333,2.21,-2.486,7.7981332e-10,1.190744932e-10,-1.195017252e-10
081024A,82.246,1.973,-1.703,6.439557072e-10,1.254866236e-10,-1.259221028e-10
081024A,86.138,1.904,-1.919,6.472246404e-10,1.189015048e-10,-1.196034632e-10
081024A,90.947,2.806,-2.905,4.226992172e-10,8.01175596e-11,-8.06519376e-11
081024A,112.194,7.375,-10.176,3.833986052e-10,8.03707892e-11,-8.03707892e-11
081024A,140.226,14.445,-20.657,1.669521256e-10,3.767661664e-11,-3.767661664e-11
081024A,169.54,15.219,-14.869,1.880045232e-10,4.216780516e-11,-4.216780516e-11
081024A,238.836,1590.713,-54.077,4.16688766e-12,8.40127392e-13,-8.40127392e-13
081024A,23668.912,18625.866,-18625.866,5.2401492e-14,0.0,inf
080919,81.007,4.738,-6.651,1.280598799e-10,2.338062739e-11,-2.338069234e-11
080919,121.456,22.076,-23.055,8.35153946e-11,1.881264193e-11,-1.881264193e-11
080919,206.459,34.859,-62.927,3.823993169e-11,8.65044802e-12,-8.65044802e-12
080919,285.073,33.971,-43.756,5.05398033e-11,1.106182069e-11,-1.106182069e-11
080919,386.308,65.624,-67.263,2.218746558e-11,4.92173347e-12,-4.92173347e-12
080919,819.154,1207.362,-367.222,7.57170646e-13,1.683794976e-13,-1.683794976e-13
080919,16391.722,157497.432,-11135.161,2.0288215e-14,0.0,inf
080913,126.389,26.782,-18.349,3.888444525e-11,8.75584752e-12,-8.75584752e-12
080913,180.723,35.131,-27.552,2.964565212e-11,6.48766818e-12,-6.48766818e-12
080913,289.077,54.65,-73.223,1.354596222e-11,3.047171379e-12,-3.047171379e-12
080913,396.003,50.523,-52.276,1.692838896e-11,3.796643004e-12,-3.796643004e-12
080913,501.78,72.619,-55.254,1.235544198e-11,2.776650177e-12,-2.776650177e-12
080913,637.987,71.807,-63.588,7.18840395e-12,1.612309524e-12,-1.612309524e-12
080913,788.723,119.149,-78.929,4.90862169e-12,1.10549334e-12,-1.10549334e-12
080913,1079.916,138.862,-172.044,2.483791758e-12,6.35528796e-13,-6.35528796e-13
080913,1340.371,124.123,-121.593,3.050092059e-12,7.95098472e-13,-7.95098472e-13
080913,1547.926,61.993,-83.432,6.84171285e-12,1.536120474e-12,-1.536120474e-12
080913,1654.955,70.3,-45.037,8.47056651e-12,1.899889572e-12,-1.899889572e-12
080913,1795.241,37.829,-69.986,9.55305351e-12,2.08870515e-12,-2.08870515e-12
080913,1882.394,73.306,-49.325,1.010948694e-11,2.293291602e-12,-2.293291602e-12
080913,8580.699,4020.198,-3420.017,3.3585426e-13,6.8611242e-14,-6.8611242e-14
080913,43298.715,102980.99,-26571.578,3.109847097e-14,8.59343856e-15,-8.59343856e-15
080913,223840.645,26541.163,-21930.613,6.37628733e-14,1.785033033e-14,-1.785033033e-14
080913,339326.86,72213.64,-84950.94,4.52230989e-14,1.17947991e-14,-1.17947991e-14
080913,666470.048,248411.403,-249884.49,9.36212802e-15,3.067491252e-15,-3.067491252e-15
080913,1073174.904,366484.406,-153720.604,1.3242411e-14,0.0,inf
080905A,116.23,2.735,-3.472,4.182277389e-10,9.0211163e-11,-8.72103812e-11
080905A,122.121,2.288,-3.156,4.763949147e-10,9.91248897e-11,-9.90488592e-11
080905A,141.636,11.316,-11.25,2.354543716e-10,5.291361864e-11,-5.291361864e-11
080905A,163.749,11.769,-10.797,2.538657281e-10,5.57162644e-11,-5.57162644e-11
080905A,186.673,11.411,-11.155,2.386138427e-10,5.356984262e-11,-5.356984262e-11
080905A,212.196,13.468,-14.112,1.992304336e-10,4.486315282e-11,-4.486315282e-11
080905A,241.928,13.823,-16.264,1.807947362e-10,4.05892027e-11,-4.05892027e-11
080905A,286.166,47.312,-30.415,6.88979479e-11,1.549899288e-11,-1.549899288e-11
080905A,394.488,86.922,-61.009,2.25710882e-11,5.148906329e-12,-5.148906329e-12
080905A,541.677,57.576,-60.268,2.057532935e-11,4.553804187e-12,-4.553804187e-12
080905A,768.822,151.366,-169.569,7.11273404e-12,1.626396554e-12,-1.626396554e-12
080905A,1280.245,34093.909,-360.057,1.168221165e-12,2.660976709e-13,-2.660976709e-13
080905A,231866.957,17372.822,-53817.415,6.148723e-14,0.0,inf
080702A,148.777,93.968,-74.022,1.16494272e-11,2.62832592e-12,-2.62832592e-12
080702A,319.117,74.067,-76.372,7.7932512e-12,1.7485752e-12,-1.7485752e-12
080702A,488.836,104.934,-95.652,5.8254912e-12,1.31154624e-12,-1.31154624e-12
080702A,1344.297,21610.488,-750.528,2.09249568e-13,4.16058816e-14,-4.16058816e-14
080702A,69108.938,52523.888,-23363.213,5.8704e-14,0.0,inf
080503,81.512,0.343,-0.356,6.0982121e-09,7.4541721e-10,-7.45661915e-10
080503,82.122,0.291,-0.267,5.240198435e-09,7.72879215e-10,-7.7305089e-10
080503,82.686,0.262,-0.272,5.36551628e-09,8.0011014e-10,-8.0028454e-10
080503,83.274,0.424,-0.326,5.6247161e-09,6.96264205e-10,-6.96482205e-10
080503,84.018,0.299,-0.32,4.72821944e-09,6.97376005e-10,-6.9753133e-10
080503,84.652,0.377,-0.334,5.93419435e-09,7.34561355e-10,-7.3478971e-10
080503,85.33,0.33,-0.301,6.68635975e-09,8.2762828e-10,-8.2788007e-10
080503,85.971,0.367,-0.311,6.230004e-09,7.71088345e-10,-7.7131234e-10
080503,86.612,0.287,-0.273,5.110015375e-09,7.6191545e-10,-7.6206478e-10
080503,87.217,0.322,-0.318,6.52947605e-09,8.1849299e-10,-8.1871317e-10
080503,87.912,0.366,-0.373,5.66426675e-09,7.1004562e-10,-7.10239095e-10
080503,88.563,0.353,-0.285,4.41974726e-09,6.7157298e-10,-6.7169724e-10
