GRB,Time,Tpos,Tneg,Flux,Fluxpos,Fluxneg
190719C,130.448,0.321,-0.314,1.689834434e-08,2.16165069e-09,-2.119614426e-09
190719C,131.28,0.463,-0.512,1.090348408e-08,1.411867254e-09,-1.38480355e-09
190719C,132.089,0.425,-0.346,1.393278576e-08,1.778960834e-09,-1.746967748e-09
190719C,133.007,0.389,-0.494,1.204621788e-08,1.568544882e-09,-1.52780458e-09
190719C,133.982,0.493,-0.587,9.6529968e-09,1.2733217e-09,-1.255880018e-09
190719C,134.899,0.477,-0.423,1.192233556e-08,1.516647322e-09,-1.493718796e-09
190719C,135.916,0.555,-0.54,9.80927184e-09,1.250521884e-09,-1.228858936e-09
190719C,136.975,0.343,-0.505,1.252604454e-08,1.641493912e-09,-1.588632926e-09
190719C,137.816,0.43,-0.497,1.146819604e-08,1.49241988e-09,-1.454840358e-09
190719C,138.893,0.638,-0.647,8.34097348e-09,1.063261072e-09,-1.045505844e-09
190719C,140.065,0.583,-0.535,9.50329652e-09,1.21220133e-09,-1.191407702e-09
190719C,141.3,0.781,-0.653,7.33371434e-09,9.4775714e-10,-9.31262848e-10
190719C,142.558,0.595,-0.476,9.07069166e-09,1.169391118e-09,-1.150496068e-09
190719C,143.707,0.551,-0.554,7.44812276e-09,9.40170002e-10,-9.2371369e-10
190719C,144.805,0.595,-0.547,7.20473848e-09,9.153813e-10,-8.94105748e-10
190719C,145.941,0.565,-0.541,7.43607466e-09,9.8285488e-10,-9.2385084e-10
190719C,146.945,0.457,-0.439,9.08667702e-09,1.26286454e-09,-1.14191934e-09
190719C,147.889,0.389,-0.486,9.30830298e-09,1.212326242e-09,-1.171665698e-09
190719C,148.757,0.44,-0.478,8.96390878e-09,1.149957596e-09,-1.113447844e-09
190719C,149.67,0.379,-0.474,9.65613648e-09,1.248433828e-09,-1.200331314e-09
190719C,150.418,0.36,-0.369,1.094765904e-08,1.46547096e-09,-1.414988788e-09
190719C,151.166,0.528,-0.388,8.98124876e-09,1.155887118e-09,-1.115945662e-09
190719C,152.001,0.353,-0.307,1.259007038e-08,1.621298258e-09,-1.545730718e-09
190719C,152.802,0.397,-0.448,9.54510828e-09,1.282947942e-09,-1.217861616e-09
190719C,153.648,0.45,-0.448,9.1526525e-09,1.169928746e-09,-1.13639958e-09
190719C,154.462,0.314,-0.364,1.231443264e-08,1.549189852e-09,-1.516319428e-09
190719C,155.162,0.439,-0.386,1.005979636e-08,1.278557454e-09,-1.233878626e-09
190719C,155.972,0.345,-0.371,1.1044162e-08,1.508365572e-09,-1.446618954e-09
190719C,156.678,0.301,-0.361,1.193494914e-08,1.62093787e-09,-1.56213428e-09
190719C,157.319,0.28,-0.341,1.311343056e-08,1.70169601e-09,-1.650052916e-09
190719C,157.884,0.286,-0.285,1.425702946e-08,1.841483088e-09,-1.793151006e-09
190719C,158.628,0.38,-0.458,9.61978118e-09,1.256382198e-09,-1.225682542e-09
190719C,159.342,0.332,-0.333,1.22366285e-08,1.57583662e-09,-1.538602716e-09
190719C,160.006,0.33,-0.332,1.230243518e-08,1.575676682e-09,-1.546070428e-09
190719C,160.627,0.279,-0.292,1.425700414e-08,1.843331026e-09,-1.793319384e-09
190719C,161.238,0.386,-0.331,1.11298702e-08,1.483125752e-09,-1.437915626e-09
190719C,161.91,0.247,-0.286,1.540694148e-08,1.973527732e-09,-1.913488526e-09
190719C,162.457,0.354,-0.3,1.268383034e-08,1.612101612e-09,-1.555732118e-09
190719C,163.15,0.276,-0.338,1.33976138e-08,1.75676912e-09,-1.665030962e-09
190719C,163.76,0.413,-0.335,1.07464621e-08,1.514627208e-09,-1.368451894e-09
190719C,164.561,0.313,-0.388,1.137601858e-08,1.602244536e-09,-1.448651306e-09
190719C,165.165,0.312,-0.291,1.382401526e-08,1.81516548e-09,-1.682255736e-09
190719C,165.879,0.34,-0.402,1.096484288e-08,1.400107802e-09,-1.361385082e-09
190719C,166.614,0.369,-0.395,1.034298368e-08,1.362579342e-09,-1.334797394e-09
